view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,stimulus_type,trial_stimulus,key_press,minimum_viewing_duration,trial_looking_time,block_deviant,block_background,stimulus,block_number,block_type,stimulus_displayed,responses,question_order,math_correct_answer,stimulus_left,stimulus_right,exposure_type
"[{""page_index"":0,""viewing_time"":14311}]",14311,instructions,0,14313,0.0-0.0,SS1617819278525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[{""page_index"":0,""viewing_time"":16828},{""page_index"":1,""viewing_time"":10437}]",27265,instructions,1,43581,0.0-1.0,SS1617819278525,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6332,sequential-stimulus-presentation-old,2,50515,0.0-2.0,SS1617819278525,NA,NA,40,600,6932,null,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,7642.000000000015,sequential-stimulus-presentation-old,3,58660,0.0-3.0,SS1617819278525,NA,NA,40,500,8142.000000000015,null,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[{""page_index"":0,""viewing_time"":17218}]",17218,instructions,4,75879,0.0-4.0,SS1617819278525,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4757,sequential-stimulus-presentation,5,81641,0.0-5.0,SS1617819278525,NA,NA,40,1000,5757,null,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[{""page_index"":0,""viewing_time"":5354}]",5354,instructions,6,86996,0.0-6.0,SS1617819278525,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[{""page_index"":0,""viewing_time"":8118},{""page_index"":1,""viewing_time"":8357},{""page_index"":2,""viewing_time"":5123.000000000015},{""page_index"":3,""viewing_time"":1491.9999999999854},{""page_index"":4,""viewing_time"":2461}]",25552,instructions,7,112548,0.0-7.0,SS1617819278525,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,8,113768,0.0-8.0-0.0,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3652,sequential-stimulus-presentation,9,118424,0.0-8.0-1.0,SS1617819278525,trial,NA,40,1000,4652,images/stimuli/spore_stims/simple_17_A_a.gif,images/stimuli/spore_stims/simple_07_A_b.gif,NA,0,simple_dissimilar,images/stimuli/spore_stims/simple_07_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,10,119584,0.0-8.0-0.1,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2183,sequential-stimulus-presentation,11,122770,0.0-8.0-1.1,SS1617819278525,trial,NA,40,1000,3183,images/stimuli/spore_stims/simple_17_A_a.gif,images/stimuli/spore_stims/simple_07_A_b.gif,NA,0,simple_dissimilar,images/stimuli/spore_stims/simple_07_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,12,123992,0.0-8.0-0.2,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4533,sequential-stimulus-presentation,13,129528,0.0-8.0-1.2,SS1617819278525,trial,NA,40,1000,5533,images/stimuli/spore_stims/simple_17_A_a.gif,images/stimuli/spore_stims/simple_07_A_b.gif,NA,0,simple_dissimilar,images/stimuli/spore_stims/simple_17_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,14,130629,0.0-8.0-0.3,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3270,sequential-stimulus-presentation,15,134903,0.0-8.0-1.3,SS1617819278525,trial,NA,40,1000,4270,images/stimuli/spore_stims/simple_17_A_a.gif,images/stimuli/spore_stims/simple_07_A_b.gif,NA,0,simple_dissimilar,images/stimuli/spore_stims/simple_07_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,16,135898,0.0-8.0-0.4,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5816,sequential-stimulus-presentation,17,142718,0.0-8.0-1.4,SS1617819278525,trial,NA,40,1000,6816,images/stimuli/spore_stims/simple_17_A_a.gif,images/stimuli/spore_stims/simple_07_A_b.gif,NA,0,simple_dissimilar,images/stimuli/spore_stims/simple_07_A_b.gif,NA,NA,NA,NA,NA,NA
NA,3810,survey-multi-choice,18,146531,0.0-9.0,SS1617819278525,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""14""}",[0],14,NA,NA,NA
NA,null,html-keyboard-response,19,147448,0.0-10.0-0.0,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6051,sequential-stimulus-presentation,20,154502,0.0-10.0-1.0,SS1617819278525,trial,NA,40,1000,7051,images/stimuli/spore_stims/simple_11_A_b.gif,images/stimuli/spore_stims/simple_09_A_a.gif,NA,1,simple_dissimilar,images/stimuli/spore_stims/simple_09_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,21,155761,0.0-10.0-0.1,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4513,sequential-stimulus-presentation,22,161275,0.0-10.0-1.1,SS1617819278525,trial,NA,40,1000,5513,images/stimuli/spore_stims/simple_11_A_b.gif,images/stimuli/spore_stims/simple_09_A_a.gif,NA,1,simple_dissimilar,images/stimuli/spore_stims/simple_09_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,23,162112,0.0-10.0-0.2,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1316,sequential-stimulus-presentation,24,164430,0.0-10.0-1.2,SS1617819278525,trial,NA,40,1000,2316,images/stimuli/spore_stims/simple_11_A_b.gif,images/stimuli/spore_stims/simple_09_A_a.gif,NA,1,simple_dissimilar,images/stimuli/spore_stims/simple_09_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,25,165398,0.0-10.0-0.3,SS1617819278525,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
